mun_code,n_obs,n_positives,prevalence,auroc,auprc,f1,balanced_acc,precision,recall,status,iacv_r1_mean,iacv_r2_mean,IPM_2005,nbi_2005,women_share,discapital,altura,indrural,area_km2,performance_category,cluster
05483,11,3,0.2727272727272727,0.6666666666666666,0.41111111111111115,0.5,0.625,0.3333333333333333,1.0,valid,1.3895588235294116,1.405735294117647,74.43925999999999,34.22163002442816,0.4901445588235294,92.52549,1661.0,0.8379229,39.84858044164038,Medio,1.0
05490,11,3,0.2727272727272727,0.5416666666666666,0.5444444444444444,0.42857142857142855,0.5,0.2727272727272727,1.0,valid,1.1363235294117646,1.1623529411764706,87.15045,77.80315905763716,0.4975627941176471,263.69098,6.0,0.7655921,26.482207697893973,Medio,0.0
05495,11,1,0.09090909090909091,1.0,1.0,0.2222222222222222,0.65,0.125,1.0,valid,1.4736764705882353,1.4680882352941176,86.0968,68.12906878007358,0.48330999999999996,202.73114,35.0,0.4948713,21.815135135135137,Alto,0.0
05501,11,1,0.09090909090909091,1.0,1.0,0.0,0.5,0.0,0.0,valid,4.164558823529411,4.164558823529411,67.99302,40.6282722513089,0.491400294117647,36.93078,400.0,0.8930041,35.42857142857143,Alto,1.0
05541,11,2,0.18181818181818182,0.33333333333333337,0.2159090909090909,0.2,0.3611111111111111,0.125,0.5,valid,1.6820588235294116,1.6904411764705882,56.10448,21.529125614212077,0.512424705882353,44.563866,1891.0,0.49245736,127.57241379310344,Bajo,2.0
05543,11,2,0.18181818181818182,0.9444444444444444,0.8333333333333333,0.3333333333333333,0.5555555555555556,0.2,1.0,valid,1.3026470588235295,1.2733823529411765,89.47651,74.51006711409396,0.4746545588235294,88.315125,1200.0,0.835568,19.702770780856422,Alto,0.0
05576,11,1,0.09090909090909091,0.4,0.14285714285714285,0.0,0.25,0.0,0.0,valid,1.2810294117647059,1.2530882352941175,66.55206,30.022102161100193,0.504475294117647,56.73041,1800.0,0.50253195,104.2906976744186,Bajo,1.0
05579,11,2,0.18181818181818182,0.7777777777777778,0.41666666666666663,0.4,0.6388888888888888,0.3333333333333333,0.5,valid,4.284117647058824,4.306764705882353,63.53614,38.429531076075214,0.501935588235294,121.76233,113.0,0.122198544,28.98831385642738,Medio,0.0
05585,11,2,0.18181818181818182,0.33333333333333337,0.2,0.3076923076923077,0.5,0.18181818181818182,1.0,valid,1.420735294117647,1.404264705882353,67.77183,31.940845797542057,0.4985055882352942,104.09995,131.0,0.6088077,22.711077844311376,Bajo,1.0
05591,11,1,0.09090909090909091,0.8,0.3333333333333333,0.2222222222222222,0.65,0.125,1.0,valid,2.2638235294117646,2.186029411764706,80.81007,33.65030008302908,0.4720844117647059,109.76149,152.0,0.7120261,38.728767123287675,Bajo,1.0
