Feature,Coeficiente,Abs_Coef,Odds_Ratio
t_04_r1,-0.2734614844595431,0.2734614844595431,0.7607416361668765
ntl_meses_validos_q_r3,-0.2570649598573877,0.2570649598573877,0.7733179775082625
ntl_log_sum_q_r2,0.2383387179198669,0.2383387179198669,1.269139000151233
year_normalized,0.22754040430362535,0.22754040430362535,1.2555081666624988
t_04_r2,-0.21136988801074233,0.21136988801074233,0.8094745965511836
ntl_log_sum_q_r1,0.20927294602589167,0.20927294602589167,1.2327814354071993
t_04_pos_relativa,0.19750539475682538,0.19750539475682538,1.2183596377058814
t_04_r4,-0.18245640327052548,0.18245640327052548,0.8332209688456722
t_04_r3,-0.17901201443258707,0.17901201443258707,0.8360958541194158
t_13_n_mean_r4,0.16207838819721604,0.16207838819721604,1.175952418498249
ntl_meses_validos_q_r1,-0.15202502464570347,0.15202502464570347,0.8589667851326956
indrural,-0.13559178314760537,0.13559178314760537,0.8731990142963706
trim_desde_paz_sq,-0.1311030979928944,0.1311030979928944,0.8771273396610723
t_01_zscore_4q,-0.1272161319187365,0.1272161319187365,0.8805433385079795
ntl_log_mean_q_r4,-0.12707882951282862,0.12707882951282862,0.8806642475272225
t_01_volatilidad,-0.1204248223714002,0.1204248223714002,0.8865437330957163
t_04_n_mean_r4,0.12022596011036535,0.12022596011036535,1.1277516496784143
ntl_prop_imputado_q_r3,-0.11389474946562783,0.11389474946562783,0.892351871451308
cafe_arabica_median_r1,0.11358257479088338,0.11358257479088338,1.120284392322528
distancia_mercado,-0.10383228998855978,0.10383228998855978,0.9013764546010774
t_04_zscore_4q,-0.10292232055105606,0.10292232055105606,0.9021970529295252
ntl_log_mean_q_volatilidad,0.0990650959837965,0.0990650959837965,1.1041381721801125
ntl_zscore_q_r4,0.08754986738954182,0.08754986738954182,1.0914966931766132
ntl_delta_q_volatilidad,-0.07831876863837817,0.07831876863837817,0.9246696238821596
ntl_log_sum_q_volatilidad,0.07793507507864755,0.07793507507864755,1.081052469145046
t_04_n_mean_r1,0.07738121609135497,0.07738121609135497,1.0804538843003748
t_13_r4,0.0760469977174396,0.0760469977174396,1.0790132841270892
ntl_log_sum_q_r3,0.07557608342467577,0.07557608342467577,1.078505280971873
t_01_pos_relativa,0.07458039904981296,0.07458039904981296,1.077431964546272
ntl_cv_q_r4,-0.07254746391337942,0.07254746391337942,0.9300216031478621
ntl_cv_q_r3,0.07211790740208114,0.07211790740208114,1.0747820613538712
t_08_volatilidad,-0.07176677234186253,0.07176677234186253,0.9307479466630074
ntl_prop_imputado_q_r2,0.0706113584827429,0.0706113584827429,1.0731640686993853
trim_desde_paz,0.07001070110854996,0.07001070110854996,1.0725196583420935
ntl_pct_change_q_tendencia,0.06886491838189523,0.06886491838189523,1.07129148758635
ntl_log_sum_q_r4,0.06776917536647471,0.06776917536647471,1.0701182703110508
t_03_zscore_4q,-0.06578005321907678,0.06578005321907678,0.9363367859068107
delta_ipm,-0.06372688579801565,0.06372688579801565,0.9382612170043565
ntl_last_q_r1,0.0632616376877938,0.0632616376877938,1.0653055268469622
t_03_pos_relativa,0.06272180175360845,0.06272180175360845,1.064730591841934
ntl_log_sum_q_tendencia,-0.06213638388046744,0.06213638388046744,0.9397547106565814
t_01_r4,0.06209489311119972,0.06209489311119972,1.064063312215608
ntl_sum_q_r4,-0.06039305096480039,0.06039305096480039,0.9413944448623378
t_13_n_mean_r2,-0.06020583621289559,0.06020583621289559,0.9415707042884448
t_12_volatilidad,-0.05800468608939334,0.05800468608939334,0.9436455254191498
t_13_n_mean_r1,-0.05753825138449895,0.05753825138449895,0.9440857771076749
t_01_fue_shock_r1,0.056988846890770675,0.056988846890770675,1.0586440031574542
t_12_r1,0.05660637606339507,0.05660637606339507,1.0582391801311044
ntl_median_q_volatilidad,-0.05610448167181924,0.05610448167181924,0.9454403495414793
t_12_r4,0.05583297024392442,0.05583297024392442,1.0574210482055761
t_09_volatilidad,-0.05573897220896449,0.05573897220896449,0.9457859800975729
ntl_meses_validos_q_r4,-0.055372026088684155,0.055372026088684155,0.9461330962761578
ntl_log_mean_q_tendencia,0.05503902994544655,0.05503902994544655,1.0565818522027912
ntl_log_mean_q_r1,-0.05369292735708659,0.05369292735708659,0.9477230816556912
t_07_r4,0.052744464466244735,0.052744464466244735,1.05416023530054
quarter_cos,-0.052635218843008785,0.052635218843008785,0.9487260267464237
t_01_r2,0.05145130398812276,0.05145130398812276,1.052797917983944
t_08_r1,0.050613402950069226,0.050613402950069226,1.0519161469856113
ntl_meses_validos_q_r2,0.04930051505221063,0.04930051505221063,1.0505360051906447
ntl_sd_q_volatilidad,0.048199901503849014,0.048199901503849014,1.0493804070804114
t_12_r3,0.04757640993402693,0.04757640993402693,1.0487263311696573
population,0.047575908215531544,0.047575908215531544,1.0487258050043924
oro_median_r1,-0.04753147579582642,0.04753147579582642,0.9535804579564543
iacv2_volatilidad,0.04725607473013541,0.04725607473013541,1.0483904410081297
ntl_trend_q_volatilidad,-0.04722789555335137,0.04722789555335137,0.9538699900889941
covid_d_r1,0.04720697781696174,0.04720697781696174,1.048338969537231
areaoficialkm2,0.0470544610143263,0.0470544610143263,1.0481790924218022
ntl_log_mean_q_r2,0.046324366394582504,0.046324366394582504,1.0474141017976473
cafe_arabica_mean_r1,-0.04600193672037578,0.04600193672037578,0.9550401125432778
discapital,-0.04594894162685254,0.04594894162685254,0.9550907263244898
delta_ipm_ledu_p,-0.045545685634368394,0.045545685634368394,0.9554759500499137
ntl_sum_q_r3,-0.04552192332396641,0.04552192332396641,0.9554986546357761
ntl_sum_q_volatilidad,-0.04527373713756776,0.04527373713756776,0.9557358256330444
ntl_mean_q_volatilidad,0.04416763259336007,0.04416763259336007,1.0451575426737905
iacv_pos_relativa,0.042964246976416806,0.042964246976416806,1.0439005715816525
ntl_sum_q_tendencia,-0.04270921724625227,0.04270921724625227,0.9581899746807183
t_13_r3,-0.04238971771619889,0.04238971771619889,0.9584961648385317
ntl_last_q_volatilidad,-0.041422087729820756,0.041422087729820756,0.9594240833379389
