Feature,Importance
ntl_log_sum_q_r2,0.0
ntl_log_sum_q_r3,0.0
t_17_r1,0.0
ntl_log_median_q_r1,0.0
t_14_r2,0.0
t_13_r2,0.0
t_14_r1,0.0
t_03_r3,0.0
t_08_r3,0.0
t_08_r1,0.0
t_07_r3,0.0
t_07_r2,0.0
t_07_r1,0.0
t_05_r4,0.0
t_05_r3,0.0
t_05_r2,0.0
t_05_r1,0.0
dismdo,0.0
distancia_mercado,0.0
t_09_r2,0.0
t_03_r2,0.0
delta_nbi,0.0
t_02_r4,0.0
t_02_r3,0.0
t_02_r2,0.0
t_02_r1,0.0
iacv2_r4,0.0
iacv2_r3,0.0
iacv2_r2,0.0
iacv_r3,0.0
t_09_r1,0.0
covid_d_r1,0.0
t_13_r3,0.0
t_11_r1,0.0
ntl_trend_q_r1,0.0
t_12_r2,0.0
t_11_r4,0.0
t_11_r3,0.0
ntl_meses_validos_q_tendencia,0.0
ntl_meses_validos_q_volatilidad,0.0
ntl_prop_imputado_q_tendencia,0.0
ntl_prop_imputado_q_volatilidad,0.0
t_11_r2,0.0
ntl_log_mean_q_volatilidad,0.0
ntl_log_sum_q_volatilidad,0.0
covid_r2,0.0
ntl_log_median_q_tendencia,0.0
ntl_log_median_q_volatilidad,0.0
t_10_r3,0.0
t_10_r1,0.0
ntl_pct_change_q_tendencia,0.0
ntl_pct_change_q_volatilidad,0.0
t_09_r3,0.0
ntl_ma2q_tendencia,0.0
ntl_ma2q_volatilidad,0.0
covid_r1,0.0
iacv_n_mean_r2,0.0
t_16_n_mean_r2,0.0
iacv_n_mean_r3,0.0
t_01_zscore_4q,0.0
igc_fue_shock_r1,0.0
iif_tendencia,0.0
iif_volatilidad,0.0
iif_pos_relativa,0.0
iif_aceleracion,0.0
iif_zscore_4q,0.0
iif_fue_shock_r1,0.0
t_01_tendencia,0.0
t_01_pos_relativa,0.0
t_01_aceleracion,0.0
t_01_fue_shock_r1,0.0
igc_aceleracion,0.0
t_14_n_mean_r2,0.0
t_02_volatilidad,0.0
t_02_pos_relativa,0.0
t_02_aceleracion,0.0
t_02_zscore_4q,0.0
t_02_fue_shock_r1,0.0
t_03_tendencia,0.0
t_13_n_mean_r2,0.0
t_03_pos_relativa,0.0
t_03_aceleracion,0.0
igc_zscore_4q,0.0
igc_pos_relativa,0.0
t_03_fue_shock_r1,0.0
t_15_n_mean_r3,0.0
t_17_n_mean_r1,0.0
t_17_n_mean_r2,0.0
t_17_n_mean_r3,0.0
t_17_n_mean_r4,0.0
iacv_tendencia,0.0
t_16_n_mean_r1,0.0
iacv_pos_relativa,0.0
iacv_zscore_4q,0.0
iacv_fue_shock_r1,0.0
iacv2_tendencia,0.0
t_15_n_mean_r2,0.0
igc_volatilidad,0.0
t_15_n_mean_r1,0.0
iacv2_zscore_4q,0.0
iacv2_fue_shock_r1,0.0
ia_tendencia,0.0
ia_volatilidad,0.0
t_14_n_mean_r3,0.0
ia_aceleracion,0.0
ia_zscore_4q,0.0
ia_fue_shock_r1,0.0
igc_tendencia,0.0
t_11_n_mean_r4,0.0
t_04_tendencia,0.0
t_01_n_mean_r1,0.0
t_05_n_mean_r1,0.0
t_07_n_mean_r1,0.0
t_16_tendencia,0.0
t_16_volatilidad,0.0
t_17_tendencia,0.0
t_17_volatilidad,0.0
t_05_n_mean_r4,0.0
ntl_mean_q_r2,0.0
