Feature,Importance
ia_aceleracion,0.01747614108625088
ia_volatilidad,0.015245415103445048
ia_pos_relativa,0.015123482853616456
population,0.014229663560504835
iif_volatilidad,0.014029481510593071
covid_d_r1,0.012182120868603872
trim_desde_paz_sq,0.011837367184970275
covid_r1,0.010570266640272368
ntl_median_q_r4,0.010231502447407257
ntl_log_mean_q_r4,0.00994951512968594
covid_r2,0.009803152739257933
ia_zscore_4q,0.00940581836658087
ntl_mean_q_tendencia,0.009404153313626033
t_05_n_mean_r2,0.00931666508175343
ntl_sum_q_r2,0.009058788662391175
ntl_zscore_q_tendencia,0.008855127992679535
t_10_n_mean_r3,0.008716312904210217
iif_aceleracion,0.008497196445236038
igc_volatilidad,0.008462232575756902
ntl_trend_q_tendencia,0.00843034004326347
year_normalized,0.008263222384768749
t_03_zscore_4q,0.007916266195030514
iif_zscore_4q,0.0077679802522803145
ntl_mean_q_r4,0.007639846472639062
ntl_log_sum_q_r3,0.007522316368329966
ntl_last_q_r1,0.007408511542475416
t_01_n_mean_r3,0.0073622621899494065
ntl_log_sum_q_r2,0.007263545520989565
t_09_n_mean_r4,0.007231515310497915
ntl_log_mean_q_r3,0.007189238174767068
ntl_zscore_q_r2,0.007004704579602065
t_10_n_mean_r4,0.00686729633266892
ntl_delta_q_r1,0.0065458642477148185
ntl_ma2q_tendencia,0.006503680878250685
ia_tendencia,0.006499063248161177
t_10_r3,0.006450411706489864
ntl_median_q_r3,0.006409824424434041
ntl_log_median_q_r3,0.006176567424705393
iacv2_n_mean_r4,0.006064680051176019
t_01_r3,0.006037048550460098
iacv_n_mean_r1,0.005977390306394398
ntl_log_median_q_r4,0.005850956196407468
covid_d_r2,0.005850348512207899
oro_mean_r1,0.005752551542537946
t_01_tendencia,0.0057486930707521785
ntl_zscore_q_volatilidad,0.0057442797915961165
petroleo_crudo_mean_r1,0.005660787125219725
ntl_mean_q_r3,0.005620971029347171
ntl_sum_q_r3,0.005593050193594204
ntl_log_mean_q_tendencia,0.005510642499072459
t_01_r2,0.005167574864195084
ntl_delta_q_r3,0.0051637736352759134
ntl_last_q_tendencia,0.005147669434886779
t_04_aceleracion,0.004971728503033641
ntl_pct_change_q_r3,0.004925924803457091
ntl_sum_q_r1,0.004905397536335927
ntl_zscore_q_r3,0.004903849373257065
ntl_last_q_r4,0.0048575175495389235
ntl_pct_change_q_r4,0.004765505357601078
ntl_cv_q_r2,0.0046465216593021075
t_11_n_mean_r1,0.0046156086745838395
iacv_aceleracion,0.00457209201991947
ntl_log_median_q_tendencia,0.0045697082467506785
t_10_volatilidad,0.004557546748007046
t_05_aceleracion,0.004515278923272274
t_05_volatilidad,0.004372113153787103
t_01_n_mean_r2,0.0042766401689213465
t_14_r1,0.004265773281443965
ntl_sum_q_r4,0.004247787549028637
t_03_volatilidad,0.004236461299579139
t_13_n_mean_r2,0.004189245422561114
iacv2_n_mean_r2,0.0041749874755597485
iacv_volatilidad,0.004162298420610963
ntl_sum_q_volatilidad,0.004126264594120776
t_09_tendencia,0.0041067887060546515
t_01_r1,0.004099068047377618
t_13_tendencia,0.004065467941256881
iacv2_n_mean_r3,0.004053810622509088
ntl_trend_q_r1,0.004031949444186112
t_03_aceleracion,0.004029898440040799
ntl_ma2q_r4,0.004027120257618228
t_02_n_mean_r2,0.0040220784298102856
ntl_sum_q_tendencia,0.00396127036261528
t_05_zscore_4q,0.00395932893556338
areaoficialkm2,0.003951912113069328
iacv2_r1,0.003918086903838709
ntl_delta_q_tendencia,0.0037715069617991316
t_14_volatilidad,0.0037549749529636346
t_14_n_mean_r1,0.00373003645707099
igc_aceleracion,0.003689376382040272
ntl_cv_q_tendencia,0.0036574558492500414
t_12_volatilidad,0.003653964156091954
t_16_n_mean_r2,0.0036394750417876156
ntl_mean_q_volatilidad,0.0036305222950739837
iif_pos_relativa,0.003528210388919083
ntl_log_median_q_r1,0.0035220527177254714
t_05_n_mean_r3,0.0035033822042563278
t_13_r2,0.0034932498053881276
t_05_n_mean_r1,0.0034756862907159352
t_03_tendencia,0.003452661549772832
t_01_r4,0.003424296422930606
ntl_sd_q_volatilidad,0.003418794475433754
t_13_r1,0.0034187374151362325
ntl_log_median_q_r2,0.0034169240866237047
t_10_n_mean_r2,0.0033944747469161498
t_15_r4,0.0033680944116616894
iacv_n_mean_r2,0.003347847964949108
disbogota,0.0033113289631332963
cafe_arabica_mean_r1,0.003299014286391358
ntl_sd_q_tendencia,0.003297989590949235
iif_fue_shock_r1,0.0032940911762841174
ntl_log_mean_q_volatilidad,0.0032897460409959433
t_14_tendencia,0.003285937046756118
t_02_aceleracion,0.0032421030169646147
t_01_n_mean_r4,0.0032301143952518595
igc_pos_relativa,0.00319870120402626
t_12_r4,0.003162955078961907
ntl_trend_q_r4,0.0031512756047121283
ntl_last_q_volatilidad,0.003146606987933129
iacv_r2,0.0031332567966664278
t_11_r4,0.0031142715767406336
ntl_median_q_tendencia,0.0030964127011196886
women_share,0.0030407503860809125
igc_zscore_4q,0.0030166060142392636
trim_desde_paz,0.003006874187713102
t_10_n_mean_r1,0.0029557822723988818
t_04_tendencia,0.002955594339223209
t_03_r4,0.002952788889691743
t_15_r2,0.0029011458041643978
iacv_tendencia,0.0028972536028763463
ntl_sd_q_r1,0.002885758816670121
t_08_r2,0.0028740101151524962
discapital,0.0028685687388651875
t_05_r4,0.002848404235078554
ntl_log_sum_q_r4,0.002840756447903524
iacv_r3,0.00281850307410461
ntl_ma2q_r2,0.0028087097499277136
ntl_cv_q_r3,0.0028026016318088366
t_11_r3,0.0028025983441020107
ntl_trend_q_r2,0.0028020731757047988
altura,0.0027860759857930768
oro_median_r1,0.0027303604682999937
t_01_aceleracion,0.0027256210126200137
t_17_r2,0.0026726372416099333
t_12_n_mean_r1,0.00261049290490004
petroleo_crudo_median_r1,0.002591021608880276
ntl_trend_q_r3,0.0025811487990780313
t_13_n_mean_r3,0.0025485340250288053
ntl_log_sum_q_tendencia,0.002538157245702569
indrural,0.002531176040971992
ntl_delta_q_volatilidad,0.0025072097506704588
iacv2_r2,0.002492905917056105
ntl_cv_q_volatilidad,0.0024914444749061866
ntl_ma2q_volatilidad,0.0024877893191646715
ntl_delta_q_r4,0.0024852371133071505
ntl_median_q_volatilidad,0.002471736082496416
