Feature,Importance
ntl_delta_q_r3,0.002878795
t_15_n_mean_r2,0.0028786
ntl_pct_change_q_tendencia,0.0028757253
t_15_n_mean_r3,0.0028739707
ntl_sd_q_r3,0.0028738605
t_13_tendencia,0.0028726843
ntl_cv_q_r2,0.0028682651
ntl_cv_q_r3,0.0028655406
t_04_tendencia,0.0028647324
t_05_n_mean_r2,0.0028511903
ntl_cv_q_volatilidad,0.0028437236
ntl_last_q_volatilidad,0.00284046
t_11_r3,0.002840449
iacv_aceleracion,0.0028355385
ntl_delta_q_tendencia,0.0028287163
iacv_zscore_4q,0.00282831
ntl_meses_validos_q_r3,0.0028271175
t_01_n_mean_r1,0.0028266627
ntl_trend_q_r4,0.0028250706
t_12_n_mean_r2,0.0028235705
iacv_n_mean_r3,0.0028230476
ntl_ma2q_r1,0.0028222348
t_10_r4,0.002818899
t_14_r4,0.0028176024
t_13_r4,0.0028135169
t_11_volatilidad,0.0028130647
ntl_log_mean_q_r4,0.0028107779
indrural,0.0028106808
t_12_tendencia,0.0028068102
t_10_n_mean_r3,0.0027994076
ntl_prop_imputado_q_r4,0.0027980465
ntl_pct_change_q_r3,0.0027950394
t_04_n_mean_r4,0.00279481
t_12_volatilidad,0.0027938688
ntl_zscore_q_r4,0.002792518
t_17_n_mean_r1,0.0027912525
t_10_volatilidad,0.002789737
delta_ipm,0.0027890117
t_14_n_mean_r1,0.0027864524
ntl_pct_change_q_r4,0.0027834962
t_10_r3,0.0027781443
ntl_log_median_q_r1,0.002777339
ntl_trend_q_r1,0.0027766097
t_01_volatilidad,0.0027748838
ntl_zscore_q_volatilidad,0.0027730265
quarter_cos,0.0027689924
t_07_n_mean_r2,0.0027676143
t_13_r3,0.0027633791
t_04_aceleracion,0.0027580897
t_01_zscore_4q,0.0027570464
t_17_n_mean_r4,0.0027533625
t_07_volatilidad,0.002753056
t_08_r4,0.0027524214
ntl_trend_q_r2,0.0027461497
ntl_cv_q_r1,0.0027456807
ntl_sum_q_tendencia,0.0027395138
ntl_pct_change_q_r2,0.0027274333
ntl_mean_q_r4,0.0027273197
t_08_n_mean_r4,0.002724087
iacv_volatilidad,0.0027198035
t_14_r1,0.002714636
ntl_log_sum_q_r1,0.0027136432
t_12_r3,0.002712955
t_14_n_mean_r4,0.0027128432
t_11_n_mean_r3,0.0027047917
ntl_last_q_r1,0.0027023335
t_09_tendencia,0.0027022618
iacv_tendencia,0.002698435
t_01_n_mean_r4,0.0026929423
t_16_volatilidad,0.0026881832
ntl_sd_q_tendencia,0.0026813888
ntl_median_q_r1,0.0026810605
t_12_n_mean_r4,0.0026810372
ntl_last_q_r2,0.0026803182
t_14_n_mean_r3,0.0026722322
ntl_mean_q_r2,0.0026645877
t_12_r1,0.002657944
ntl_log_sum_q_r3,0.002657936
ntl_zscore_q_r2,0.0026532412
ntl_mean_q_volatilidad,0.0026506255
t_09_r4,0.00264931
t_16_r4,0.0026484695
ntl_sd_q_r4,0.0026476732
t_12_r4,0.0026444844
oro_mean_r1,0.0026431151
t_05_n_mean_r4,0.0026363858
ntl_mean_q_tendencia,0.0026342687
t_01_r4,0.0026200726
t_08_r2,0.0026159636
t_15_r3,0.0026152993
ntl_log_sum_q_tendencia,0.0026136849
t_15_n_mean_r4,0.0026079426
ntl_trend_q_r3,0.0026047793
t_03_n_mean_r2,0.0025928018
ntl_prop_imputado_q_tendencia,0.0025904262
ntl_delta_q_r4,0.0025892984
t_10_n_mean_r2,0.0025872765
ntl_ma2q_r3,0.002581136
ntl_log_sum_q_volatilidad,0.0025809428
ntl_log_mean_q_tendencia,0.0025778364
t_02_volatilidad,0.002571368
t_12_n_mean_r1,0.002562964
t_07_n_mean_r1,0.002555304
t_04_zscore_4q,0.0025552723
ntl_log_sum_q_r4,0.0025508008
t_04_n_mean_r2,0.0025445586
ntl_cv_q_tendencia,0.0025411865
t_11_n_mean_r2,0.0025288826
t_05_n_mean_r1,0.002521155
covid_d_r1,0.0025180848
t_15_r2,0.0024986928
t_12_n_mean_r3,0.0024947952
ntl_median_q_tendencia,0.0024943862
t_07_r3,0.0024836021
ntl_delta_q_r2,0.002482064
ntl_sum_q_r3,0.0024791346
t_08_n_mean_r2,0.0024752386
t_08_n_mean_r3,0.00246063
dismdo,0.0024549486
t_16_n_mean_r4,0.0024432829
t_09_r2,0.0024266562
ntl_log_mean_q_r2,0.0024262364
ntl_sum_q_r4,0.002407308
t_03_aceleracion,0.0024070893
ntl_median_q_volatilidad,0.0024070155
t_11_tendencia,0.0024041391
t_15_volatilidad,0.002395674
t_07_tendencia,0.0023871092
ntl_ma2q_r2,0.0023777827
t_08_tendencia,0.0023775152
iacv_r4,0.00237692
t_15_r1,0.0023724665
iif_zscore_4q,0.0023523853
ntl_mean_q_r1,0.002349914
t_16_n_mean_r2,0.00234389
t_03_tendencia,0.0023244729
ntl_meses_validos_q_volatilidad,0.002320741
iacv_n_mean_r4,0.0023185553
ia_pos_relativa,0.0023175506
t_10_r1,0.002288581
t_16_n_mean_r3,0.0022822567
t_08_r1,0.00226739
t_17_n_mean_r2,0.0022669134
iif_tendencia,0.0022561494
t_07_r4,0.002237328
t_03_pos_relativa,0.0022357123
t_02_aceleracion,0.0022298712
t_02_n_mean_r3,0.0022197317
t_11_r4,0.0022023763
t_17_tendencia,0.0021983327
ntl_prop_imputado_q_volatilidad,0.0021867435
t_07_r1,0.0021634442
t_04_r3,0.002163236
t_05_volatilidad,0.0021406752
t_02_r3,0.0021400352
t_17_n_mean_r3,0.002136361
t_02_r1,0.0021152133
t_05_n_mean_r3,0.0021130722
t_03_zscore_4q,0.002113048
t_07_r2,0.0020923447
t_15_tendencia,0.002068588
t_09_r1,0.0020651454
t_16_r1,0.002058597
t_15_r4,0.00205732
iacv_r2,0.002016907
t_02_r2,0.0020158016
t_10_tendencia,0.0020060649
ntl_meses_validos_q_tendencia,0.0020056702
iif_volatilidad,0.0019977153
t_02_r4,0.001962357
igc_zscore_4q,0.0019487579
t_17_r3,0.0019481042
ntl_meses_validos_q_r4,0.0019463634
covid_d_r2,0.0019419359
t_11_r2,0.0019245452
t_03_r1,0.0018947779
t_03_r3,0.0018687644
iif_pos_relativa,0.0018669971
t_03_r4,0.0018460013
t_17_r2,0.0018438484
t_02_tendencia,0.0018434293
t_11_r1,0.0018333471
t_16_tendencia,0.0017647259
t_02_zscore_4q,0.0017521215
igc_volatilidad,0.0017504796
ia_aceleracion,0.0017389562
ia_tendencia,0.0017237586
ia_volatilidad,0.0017057596
t_02_pos_relativa,0.0017056328
t_05_r4,0.0017027201
t_16_r2,0.0016996867
ntl_prop_imputado_q_r2,0.0016929643
ntl_meses_validos_q_r1,0.001595994
t_05_zscore_4q,0.0015858902
ia_zscore_4q,0.0015689647
t_03_r2,0.0015458503
t_17_r4,0.0015222697
igc_tendencia,0.0015081776
t_16_r3,0.0014510904
igc_aceleracion,0.0014353388
igc_pos_relativa,0.0014007671
iif_aceleracion,0.0013542543
t_05_r3,0.0013353097
t_05_r1,0.0013324114
t_05_r2,0.0013321033
t_17_volatilidad,0.001326545
t_17_r1,0.001202937
t_05_tendencia,0.0010264796
t_02_fue_shock_r1,0.0
igc_fue_shock_r1,0.0
t_05_fue_shock_r1,0.0
t_05_aceleracion,0.0
iacv_fue_shock_r1,0.0
t_05_pos_relativa,0.0
ia_fue_shock_r1,0.0
t_03_fue_shock_r1,0.0
t_01_fue_shock_r1,0.0
iif_fue_shock_r1,0.0
t_04_fue_shock_r1,0.0
